rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,603629,利通电子,元器件,100.0,104.52128692765447,99.90888382687928,99.77220956719817,100.0,93.35,634.15,195.65,6155557689.0,20260522
2,002281,光迅科技,通信设备,99.61089494163424,104.44072151295227,99.49886104783599,99.46158624974115,99.52371091323255,77.25,208.61,215.87,14591512680.0,20260522
3,300209,行云科技,互联网,99.22178988326849,104.27614733979622,99.95444191343964,99.9792917788362,99.9378753365086,140.84,466.97,30.9,3486379585.0,20260522
4,002008,大族激光,专用机械,98.83268482490273,104.10477878322345,99.33733692275834,98.77821495133568,99.71008490370677,57.63,255.13,146.28,8245239380.0,20260522
5,300672,国科微,半导体,98.44357976653697,104.02296124352065,99.39117829778422,99.56512735556015,99.27521225926694,80.38,175.72,296.73,6250123605.0,20260522
6,301511,德福科技,电气设备,98.0544747081712,103.88980256557201,99.49057775937047,99.50300269206875,99.48229447090495,78.42,203.16,108.5,4255128692.0,20260522
7,300903,科翔股份,元器件,97.66536964980544,103.87096851868796,99.8012010768275,99.81362600952578,99.79291778836198,106.85,311.56,79.39,2983298075.0,20260522
8,300408,三环集团,元器件,97.27626459143968,103.86471993334843,99.03913853799959,99.39946158624974,98.79892317249949,74.01,151.37,115.0,9261375804.0,20260522
9,600396,华电辽能,火力发电,96.88715953307393,103.70913136236017,99.75564299026715,99.54441913439635,99.896458894181,79.09,410.88,14.56,2775455548.0,20260522
10,301217,铜冠铜箔,元器件,96.49805447470817,103.59676116999844,99.33319527852558,99.66866846137917,99.10954648995651,84.29,165.26,90.93,3424738997.0,20260522
11,603618,杭电股份,电气设备,96.10894941634241,103.59511976254572,99.42845309587905,98.75750673017187,99.87575067301718,56.18,402.85,40.53,3320886640.0,20260522
12,300302,同有科技,IT设备,95.71984435797665,103.46727458940734,99.61068544212051,99.896458894181,99.42016980741354,117.58,194.1,53.35,2675665496.0,20260522
13,301526,国际复材,玻璃,95.3307392996109,103.37670822758496,98.80306481673225,97.908469662456,99.39946158624974,46.04,192.71,20.49,5613060716.0,20260522
14,300604,长川科技,半导体,94.94163424124513,103.35646955329639,98.60840753779252,98.88175605715469,98.42617519155105,59.15,132.97,236.02,8186842432.0,20260522
15,300323,华灿光电,半导体,94.55252918287937,103.32818035736932,98.83205632636157,99.37875336508594,98.46759163387865,72.35,134.34,18.7,5065743437.0,20260522
16,603256,宏和科技,玻璃,94.16342412451361,103.29543648595934,99.16752950921516,98.19838475874923,99.81362600952578,49.76,332.95,159.37,3052714769.0,20260522
17,603986,兆易创新,半导体,93.77431906614785,103.09484365293021,98.09484365293021,98.52971629737006,97.80492855663698,53.05,118.78,468.74,28932072443.0,20260522
