rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,603629,利通电子,元器件,100.0,104.57287769471951,99.90884607416615,99.77211518541537,100.0,98.5,540.43,174.58,5379561967.0,20260518
2,002281,光迅科技,通信设备,99.60317460317461,104.47537361891403,99.59395069401285,99.73068158276362,99.502796768179,96.72,196.97,209.9,14049397908.0,20260518
3,600396,华电辽能,火力发电,99.20634920634922,104.29014658160496,99.86326911124922,99.68924798011187,99.97928319867412,94.91,430.07,15.69,3791947090.0,20260518
4,002008,大族激光,专用机械,98.80952380952381,104.23249573585997,99.4696498860576,99.23347835094262,99.62709757613425,75.82,231.57,138.53,8158243041.0,20260518
5,002491,通鼎互联,通信设备,98.4126984126984,104.01829383630124,99.4530764449969,98.94344313238037,99.79283198674125,66.83,267.86,23.69,4422517820.0,20260518
6,603738,泰晶科技,元器件,98.01587301587301,104.00678905137521,99.7182515019681,99.79283198674125,99.668531178786,98.9,241.12,54.0,3574526773.0,20260518
7,603618,杭电股份,电气设备,97.61904761904762,103.90925631596316,99.66024445825565,99.337062357572,99.87569919204475,78.54,348.84,38.6,3473008840.0,20260518
8,002428,云南锗业,小金属,97.22222222222221,103.86054726747028,99.11746426351772,98.57054070851461,99.48207996685312,60.0,195.44,91.44,8141963099.0,20260518
9,001267,汇绿生态,通信设备,96.82539682539682,103.8238834421989,99.17961466749534,98.63269111249224,99.54423037083075,61.21,212.83,66.82,4737967931.0,20260518
10,300302,同有科技,IT设备,96.42857142857143,103.72820129852583,99.67681789931635,100.0,99.46136316552725,135.14,187.01,53.47,2843053495.0,20260518
11,300209,行云科技,互联网,96.03174603174604,103.71064524238248,99.89641599337062,99.89641599337062,99.89641599337062,113.04,365.46,26.95,2600140626.0,20260518
12,001309,德明利,半导体,95.63492063492063,103.61960595497494,98.77770872177337,97.47255023824322,99.64781437746012,46.66,238.31,735.04,12179367626.0,20260518
13,300903,科翔股份,元器件,95.23809523809523,103.52929134619086,99.7348249430288,99.5856639734825,99.834265589393,89.26,300.69,75.25,2555318420.0,20260518
14,600522,中天科技,通信设备,94.84126984126983,103.52559016271286,98.62440439196187,98.42552309923349,98.75699192044748,58.09,137.57,43.95,14221251074.0,20260518
15,301511,德福科技,电气设备,94.44444444444444,103.45730250869819,99.2873420343899,99.834265589393,98.92272633105449,105.72,147.79,96.81,3361747875.0,20260518
16,601991,大唐发电,火力发电,94.04761904761905,103.44749273478973,98.64512119328775,99.81354878806712,97.86616946343484,103.86,116.67,7.93,9280288006.0,20260518
17,002929,润建股份,通信设备,93.65079365079364,103.38245180477732,98.77770872177337,98.71555831779574,98.81914232442512,61.74,141.97,95.99,4619859858.0,20260518
18,301308,江波龙,半导体,93.25396825396825,103.34519022199733,98.48353014294594,98.50839030453697,98.46695670188524,59.38,132.04,592.22,13860927861.0,20260518
