rank,code,name,industry,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup
11,600015,华夏银行,银行,99.096657633243,1.227824400614389,0.7752911636657813,1.5094683420823027,1.0983291221690508,1.5516142146016183,1.1150354560342763,0.9235580046790474,0.034682080924855585,0.0437317784256559,0.07025411061285491,0.08814589665653494,0.05667060212514774,0.008053088254982615,0.8630136986301374,0.030401416765053257,0.02514757969303445,0.01888827337508525,0.0035041854932490422,1.6940893597174609,1.1350655821154552,1.078142569661582,0.5379879829423113,0.6066580797327263,2.1336,2.1336,0.0,0.007648027209930806,0.008519609599559259,0.003583506954806934,0.7,-0.013353115727002929,0.008359732317590067,0.014624661045610044,-0.011872568124013268,0.0011785869362941348,0.5738608093656471,0.6847619047619039,0.2752380952380971,458932697.7,7.16,2026-03-13,False,False,True,True
16,300850,新强联,机械基件,98.6449864498645,1.1293487854575535,1.4953154991049313,0.9925706559509626,1.274107768117185,1.3815201005466875,0.7278205526588797,0.9968359317143134,0.10155118924508777,0.1279119017365522,0.11656184486373156,0.2377411108528933,0.14230563002680974,-0.030578813250819015,0.8098747236551214,0.08220911528150143,0.0679764075067025,0.022803303682091602,0.01054453828942328,2.299689660303253,2.1400727953305094,1.6509012838211785,0.3969623154041778,0.5797051304978708,15.5818,15.5818,0.0,0.02592120075625197,0.029850312824135715,0.009707395992308378,0.65,-0.05453054530545309,0.02993215873806799,0.03674434219245056,-0.03265703211982102,0.030537976568064895,0.5499402897193707,0.6579905555445663,0.29381667337109624,1022948621.55,53.26,2026-03-13,False,False,True,True
17,300518,新迅达,互联网,98.5546522131888,1.1237807979464012,1.7772001544215745,0.9031019607393567,1.3925969492013988,1.7903701125467024,0.34736082124607637,0.19782584673359416,0.10005211047420515,0.08814432989690735,0.06940222897669712,0.0337904015670909,0.06780646956169845,-0.02987132352941191,0.8259803921568626,0.00012645742178607478,-0.01148739219504793,0.016635811992183447,-0.0033388562582257002,2.7027271023970614,1.7633016704897548,1.2832669945939568,0.07448518922982336,0.7111527222229462,12.7193,12.7193,0.0,0.03451672578353499,0.028551831004604324,0.013909667416167788,0.5,-0.1428571428571428,0.02560443511766246,0.049891380762452704,-0.035319213375578556,0.1380953583004334,0.07240922345609194,0.584390239590673,0.3311027181558067,141453572.3,21.11,2026-03-13,False,False,True,True
20,603701,德宏股份,汽车配件,98.2836495031617,1.0940889639680453,1.5976736436195422,0.7742621797903131,1.2353725995346816,1.8665504872682108,0.680534262752659,-0.7266602951359822,0.05500450856627581,0.1326234269119071,0.15841584158415833,0.15555555555555545,0.1233797407585211,-0.006369426751592466,0.8617234468937873,0.08180508881421034,0.05543927028324536,0.013025540434292715,0.004796436602788748,2.7027271023970614,2.3957408601294463,1.953635180823438,0.425802126338255,0.21904247341454022,6.655860000000001,3.6097500000000005,0.6946004363047705,0.024931619050572888,0.023516945433812154,0.00901472679062787,0.55,-0.1044289044289044,0.022405109871924345,0.03180512482653053,-0.026165115853766817,0.1123765133316601,0.3829494604970282,0.5926341392166112,0.38469614301069643,113469380.8425,23.4,2026-03-13,False,False,True,True
24,601952,苏垦农发,种植业,97.9223125564589,1.0577554942621215,1.6684452319402023,0.8621056522756311,1.313655816887791,1.1315422877309054,1.07751927126474,-0.7281370185879401,0.05794205794205798,0.05478087649402408,0.11826821541710664,0.1277955271565494,0.08581974776991719,-0.02754820936639124,0.8245614035087716,0.06654362760176347,0.057602788885471184,0.031299566458707684,0.007770888309669897,1.1444409243226092,1.419478173967236,1.4273927557965531,0.2860407288151534,0.657159260718328,6.1531,6.1531,0.0,0.028587748011866858,0.02151099591476994,0.01006578538221826,0.55,-0.03656126482213429,0.020010427085809992,0.02123107798860217,-0.020498687446926865,-0.014441700715773331,0.37970206641423015,0.47292242334639123,0.30043180862853064,252753720.05,10.59,2026-03-13,False,False,True,True
26,600873,梅花生物,食品,97.74164408310749,1.0293848579472478,1.3692795824081898,1.5115115338842553,1.4318616410576586,1.1431543873456518,0.09770085704450783,1.064862526103339,0.10604051107671808,0.08101265822784809,0.11780104712041872,0.1927374301675977,0.11357412961272662,-0.019892884468247884,0.8938775510204083,0.06819663580649382,0.052723084278697874,0.06926413632842743,0.006940679381332421,1.8934488697701501,2.4112575341740907,2.0585213318520417,0.33464208543937807,0.6972182385316127,4.734,4.734,0.0,0.03687082612110853,0.02729429881143742,0.009319234362123377,0.55,-0.03206751054852308,0.017833594761954376,0.024957560201475475,-0.020683180937762814,-0.02233929707941451,0.5747218694695313,0.5537734133478813,0.24862702309510887,596128095.15,12.81,2026-03-13,False,False,True,True
28,002019,亿帆医药,化学制药,97.5609756097561,1.0033000973220159,1.2075829711153359,0.9638927226352204,1.1003592617840852,1.126487791002202,0.9625758306801105,0.10913786206839987,0.07835820895522372,0.08892238131122832,0.08320839580209882,0.19421487603305776,0.11552862160805955,0.005567153792623625,0.897435897435897,0.05685722005635552,0.05129887675145715,0.032686251843584424,0.00834854341628571,2.1076160292679664,1.7144152291660681,1.372574217043977,0.5379879829423113,0.750045185030409,7.5315,7.5315,0.0,0.024872938099191833,0.022028138291106343,0.009758646430200284,0.65,-0.05697589481373255,0.01910210462883791,0.031789951835934895,-0.024177243511676706,-0.007771833564804709,0.5473165750938973,0.6415007411899463,0.24673455292770105,358062184.25,14.45,2026-03-13,False,False,True,True
30,002469,三维化学,化工原料,97.3803071364047,0.989552421095304,0.876442497202262,0.5742071357147753,0.7434589381477679,1.467152461485221,1.1737449772400028,0.5673237850485168,0.07561235356762497,0.06540084388185652,0.11725663716814161,0.11479028697571736,0.09024179620034545,-0.0019762845849802257,0.6596858638743454,0.04339378238341984,0.03506044905008654,0.040217086179470396,0.004421675951536851,2.7027271023970614,2.277514403223494,2.0585213318520417,0.5135462323770461,0.6420230972423735,16.0418,16.0418,0.0,0.016796153919524524,0.015808513802311845,0.0019776036298074294,0.6,-0.032786885245901676,0.01492269004442112,0.025729386523398363,-0.01924536863601202,0.01904322798781677,0.4050733902294312,0.5557969883618628,0.36256122059336127,242742403.1,10.1,2026-03-13,False,False,True,True
35,600603,广汇物流,区域地产,96.9286359530262,0.9607212600917715,0.9943364945619289,1.2547057737368577,1.1088989773988975,1.0717982176520469,0.9420939508644983,-0.7387558402252926,0.0907859078590787,0.09673024523160767,0.12430167597765363,0.21601208459214516,0.12469437652811743,-0.0024783147459727095,0.8882352941176473,0.07579462102689472,0.06048201187565474,0.06565919749869731,0.008236798773041567,1.9359104775322218,1.6438823132845721,1.873357716980871,0.5127961345237617,0.7979518813146774,7.77576,4.379735,0.6946004363047705,0.026123012064200087,0.022489925006618,0.009060004945673897,0.6,-0.032765399737876844,0.017003764835053014,0.03731867615516394,-0.025129729363097385,-0.012031084073528264,0.5749391063936897,0.5708208610495202,0.2088539356984474,164554051.8,8.05,2026-03-13,False,False,True,True
38,002709,天赐材料,化工原料,96.6576332429991,0.9355540542466976,1.4885725330223372,0.9867396480087678,1.2677660636163668,0.8710976737300569,0.14196663249269795,2.1159788037238467,0.0801771871539314,0.1359739155569043,0.15350047303689696,0.23939008894536218,0.12868697855795586,-0.010148163182464032,0.81869918699187,0.08633518092086212,0.06036866892697197,0.013774794027183068,0.006841819020061958,2.0012738868526325,2.0498105360100753,1.8252831806220624,0.34644088393749345,0.6072479992048437,8.208,4.766500000000001,0.6946004363047705,0.031154057471343272,0.028501842469345076,0.010697373804290717,0.55,-0.0784090909090911,0.02450825911561976,0.040884824012251866,-0.031058885074272603,0.09915876428720893,0.5355415007118834,0.6235062005816494,0.3764937994183507,3168488073.85,48.77,2026-03-13,False,False,True,True
