rank,code,name,industry,score_100,score_raw,leadership_score,trend_score,cluster_score,stability_score,liquidity_score,sector_rank_20,sector_rank_60,ret_20,ret_60,ma_bull_20_60,ma_alignment_20,trend_slope_60,trend_slope_20,trend_eff_20,trend_eff_60,amount_ratio_5_20,amount_ratio_20_60,money_flow_bias_20,money_flow_bias_60,pv_sync_20,vol_20,vol_60,max_drawdown_20,max_drawdown_60,chip_tightness,win_rate_20,win_rate_60,avg_amount_20,close,trade_date
1,301377,鼎泰高科,机械基件,100.0,1.47793012831763,1.643299184204502,2.634619801753576,0.7429452758851167,0.702745518233032,1.5707082901278844,100.0,100.0,0.9513019790135238,2.847455027913715,0.4885986170783556,0.26005772539988986,0.020500827974244993,0.034828651280910186,0.812864586063671,1.03582290653026,1.1530206691084268,1.7235187817990338,0.48127260494705426,0.37229705277493164,0.4290791652415818,0.05581021501422056,0.051072816582199615,-0.08454629078513065,-0.08454629078513065,-0.06891516164998819,0.7,0.6333333333333333,2649031406.8504996,659.6,20260622
2,300985,致远新能,汽车配件,98.33333333333333,1.3932458161100414,1.4206906188124229,1.7888658858229225,1.4003664418445387,0.848652742747246,-0.6569871964265978,99.12280701754386,98.68421052631578,0.49324894514767936,0.7677322677322678,0.14044381413197615,0.19880033649098433,0.0072156292870114635,0.028890484504667153,0.6323915344333846,0.4921149853479273,1.2914825371239507,1.6645430616918162,0.5826563027736501,0.4097726053528398,0.5663191560284234,0.04127503022873284,0.03170237693268983,-0.050523441055985385,-0.14857142857142858,-0.05860674876608089,0.75,0.5833333333333334,172595685.839,35.39,20260622
3,301072,中捷精工,汽车配件,96.66666666666667,1.3065483520529417,1.6467516613827429,2.1660344896930788,1.0287843053124894,0.06909077443363357,-0.6507030806583796,100.0,99.56140350877193,0.579468886246532,0.947702834799609,0.1679920087746789,0.22092130196367768,0.008407615925207819,0.03368700455883727,0.5804478476393699,0.5330520064539491,1.245991300223596,2.125097958758579,0.35053951946326606,0.26951973416479874,0.4152924804537068,0.05352105851056667,0.037819695852811884,-0.08637873754152814,-0.140625,-0.06838778488308137,0.55,0.5166666666666667,177467006.64949998,39.85,20260622
4,301568,思泰克,专用机械,95.0,1.3003917901586926,1.4730867489911097,1.6520938372532503,0.9580743545916616,1.0296185875006585,-0.49522219798891903,98.9795918367347,98.46938775510205,0.8007680491551461,1.5141612769154862,0.3416455338023443,0.21468718503127845,0.01440488864547659,0.02720317915009146,0.8098737262160453,0.7555257449939317,1.1121723629718796,1.7715440749215112,0.5709296142209055,0.4577306432419094,0.4778015656152248,0.05318088403951283,0.042517628248484,-0.09057164068299917,-0.09057164068299917,-0.06016194122209913,0.75,0.65,701431403.8675,117.23,20260622
5,301511,德福科技,电气设备,93.33333333333333,1.2962083276214085,1.4002392441332534,2.725732222465815,0.4004616019258821,0.47294049141754074,2.4618617051627627,98.55595667870037,100.0,0.5126267281105992,2.847455027913715,0.4885986170783556,0.17906745512585698,0.02221229377991893,0.023152946022420188,0.6362749701309877,1.03582290653026,1.23997553096339,1.4965517372191186,0.08555035196615268,0.2891962023395688,0.6008694223218807,0.055061948962056254,0.05713369750466999,-0.0702559713685521,-0.10355839416058388,-0.06994193003564593,0.5,0.6666666666666666,5343790765.687001,164.12,20260622
