rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,603629,利通电子,元器件,100.0,104.67038293945595,99.96682562720298,99.91706406800746,100.0,112.63,532.68,170.0,6750617267.0,20260515
2,600396,华电辽能,火力发电,99.60317460317461,104.62353479170542,99.97926601700186,99.97926601700186,99.97926601700186,117.06,494.88,17.43,5749416957.0,20260515
3,002281,光迅科技,通信设备,99.20634920634922,104.3062515827077,99.36554012025711,99.37798051005599,99.35724652705785,76.38,176.28,196.49,17523665265.0,20260515
4,002008,大族激光,专用机械,98.80952380952381,104.24643854914568,99.52311839104291,99.2743105950653,99.68899025502799,73.28,244.64,143.3,7811749166.0,20260515
5,603738,泰晶科技,元器件,98.4126984126984,104.17489401492682,99.7677793904209,99.79266017001866,99.75119220402239,99.14,256.74,55.58,4097973355.0,20260515
6,300209,行云科技,互联网,98.01587301587301,104.11825664081613,99.90877047480822,99.89633008500934,99.91706406800746,108.17,353.75,26.0,3354124109.0,20260515
7,300903,科翔股份,元器件,97.61904761904762,103.87307114542553,99.82168774621604,99.77192618702053,99.85486211901306,98.54,300.05,75.05,3159199533.0,20260515
8,002428,云南锗业,小金属,97.22222222222221,103.79152430834137,99.0089156126892,98.2376114451586,99.52311839104291,53.41,197.63,90.33,10876663257.0,20260515
9,002081,金螳螂,装修装饰,96.82539682539682,103.77926831167193,99.25357661206718,100.0,98.75596102011195,134.33,139.33,7.85,4414214763.0,20260515
10,300302,同有科技,IT设备,96.42857142857143,103.49261485028508,99.12502591747875,99.64752228903173,98.77669500311009,90.02,140.47,44.56,3796801684.0,20260515
11,002491,通鼎互联,通信设备,96.03174603174604,103.49216820914934,98.9467136636948,97.8021978021978,99.70972423802613,49.7,244.89,22.59,4542498567.0,20260515
12,601991,大唐发电,火力发电,95.63492063492063,103.45783830607456,98.63570391872278,99.85486211901306,97.82293178519593,104.65,116.99,7.92,11149294936.0,20260515
13,001309,德明利,半导体,95.23809523809523,103.4198082475359,98.4988596309351,96.86916856728178,99.58532034003731,42.23,222.2,712.06,15439481232.0,20260515
14,300776,帝尔激光,专用机械,94.84126984126983,103.33133642403537,99.14161310387726,99.56458635703919,98.85963093510264,83.39,142.07,147.06,3311435655.0,20260515
15,301511,德福科技,电气设备,94.44444444444444,103.30354223299263,99.05453037528511,99.8133941530168,98.54862119013063,100.02,133.3,91.71,3531929065.0,20260515
16,001267,汇绿生态,通信设备,94.04761904761905,103.28041933456208,98.81401617250674,97.84366576819407,99.46091644204851,49.87,191.32,62.75,4216736556.0,20260515
17,301308,江波龙,半导体,93.65079365079364,103.25684979499583,98.39518971594444,98.32054737715114,98.44495127513996,54.78,131.18,590.52,13800412205.0,20260515
18,300323,华灿光电,半导体,93.25396825396825,103.23454232395989,98.84719054530376,99.41944847605225,98.4656852581381,76.65,131.36,17.63,3847220154.0,20260515
19,002297,博云新材,航空,92.85714285714286,103.19793004370527,98.90939249429816,99.66825627202985,98.4034833091437,94.51,129.57,25.85,3598464042.0,20260515
20,002929,润建股份,通信设备,92.46031746031747,103.15433541028291,98.56935517312876,98.38274932614556,98.69375907111755,55.45,137.4,92.99,5307348503.0,20260515
