rank,code,name,industry,score_100,score_raw,leadership_score,trend_score,cluster_score,stability_score,liquidity_score,sector_rank_20,sector_rank_60,ret_20,ret_60,ma_bull_20_60,ma_alignment_20,trend_slope_60,trend_slope_20,trend_eff_20,trend_eff_60,amount_ratio_5_20,amount_ratio_20_60,money_flow_bias_20,money_flow_bias_60,pv_sync_20,vol_20,vol_60,max_drawdown_20,max_drawdown_60,chip_tightness,win_rate_20,win_rate_60,avg_amount_20,close,trade_date
1,300745,欣锐科技,汽车配件,100.0,1.7727552744480364,2.0895182429921677,3.4436730564418467,1.227851872128111,-0.10990715296051827,-0.12745259468790893,100.0,100.0,0.8722385861561119,0.9625627170976458,0.2735645084091174,0.2554013163022354,0.010711639110794233,0.03695122905175633,0.9832634413891914,0.48049682453115156,1.3683698799721666,1.907416954135618,0.6501040857522317,0.4492682162649566,0.6395719956108612,0.05050719301590276,0.04430553665245143,-0.024630541871921263,-0.20843499477169747,-0.06281470766676758,0.75,0.6,458828277.2,49.6,20260522
2,300489,光智科技,专用机械,99.86244841815682,1.3059004579201126,1.84765097511815,2.331913638776893,0.6054169080611753,0.08636264337575204,0.2673354839495623,99.49238578680203,100.0,0.8894529046813311,1.8555294531921136,0.4169257886821683,0.16113093705161688,0.017571179781848727,0.026785212912712963,0.859541298610956,0.691923274079214,0.904464314504908,1.9863166205134684,0.3201483214252718,0.3738629974714082,0.768202984018765,0.06044717493896054,0.05048392948932908,-0.074288518155054,-0.1196986006458558,-0.07615406118616799,0.65,0.6166666666666667,1502079497.9,135.0,20260522
3,001259,利仁科技,家用电器,99.72489683631362,1.3019755095336196,1.6587954195851513,2.0758294480297805,0.9640148104549147,0.22187909518450322,-0.48682207418986356,100.0,100.0,0.9134248521831112,1.4010137149672035,0.19464039623954488,0.2554013163022354,0.007680161458795366,0.03695122905175633,0.9832634413891914,0.691923274079214,2.2054496572276765,1.690725504644449,0.6501040857522317,0.4492682162649566,0.3098262151202505,0.04407531124709718,0.04231031706420081,-0.014155394778232133,-0.19678714859437751,-0.03913808589848597,0.75,0.6,119654854.7,79.2,20260522
4,002281,光迅科技,通信设备,99.58734525447042,1.2985828132602586,1.5302260402636505,2.0220714412146985,0.8769194093791789,0.5738364426634714,1.1468332370917704,100.0,100.0,0.9134248521831112,1.8555294531921136,0.4169257886821683,0.2554013163022354,0.017571179781848727,0.03695122905175633,0.9832634413891914,0.691923274079214,1.31732063331728,1.6156263956971175,0.5980150629171757,0.4151394125760316,0.4513273562634774,0.0431309723043261,0.04754047068363851,-0.035868498527968584,-0.20046549281521953,-0.05815082516498893,0.75,0.6333333333333333,6802217756.782471,215.87,20260522
5,001211,双枪科技,家居用品,99.44979367262724,1.2779505027150726,1.2867124137763368,1.9423101567155219,0.9659497968571086,0.8243589509450696,1.051558658275918,98.52941176470588,100.0,0.8647798742138364,1.0590277777777777,0.32357868542485124,0.2554013163022354,0.013040740381726406,0.03695122905175633,0.9832634413891914,0.6375351950104526,1.3575485142696408,1.9708765581610663,0.5941811241027769,0.4492682162649566,0.48289157347055994,0.04062191313899298,0.03616235867707713,-0.02418956722066823,-0.1386712095400341,-0.05442252065351747,0.75,0.5833333333333334,325247001.9,53.37,20260522
6,603115,海星股份,铝,99.31224209078404,1.2757138584059642,1.548882855957401,1.9906551480646195,0.803186165987164,0.5629433655289903,-0.29206885255519,100.0,100.0,0.9134248521831112,1.8555294531921136,0.4169257886821683,0.23116987303105593,0.017571179781848727,0.03149754080970641,0.9832634413891914,0.691923274079214,1.2266955539692352,1.2272491415569178,0.5479824611434847,0.37147036124314947,0.34416461070121984,0.051294781719157675,0.052005434946342396,-0.029512111907198824,-0.12123799359658483,-0.06242953100004555,0.75,0.6333333333333333,626381964.55,116.31,20260522
7,300209,行云科技,互联网,99.17469050894086,1.2418496404649983,1.7252468142298367,2.39487385083759,0.6335197902529346,-0.16411407038292075,2.905539214035957,100.0,100.0,0.9134248521831112,1.8555294531921136,0.4169257886821683,0.2554013163022354,0.017571179781848727,0.03695122905175633,0.9832634413891914,0.691923274079214,1.1768326791794876,1.762895377315222,0.4493337944980864,0.37948172259596613,0.7291887709580488,0.06684687428007345,0.06478674089181088,-0.04354136429608124,-0.1696588868940755,-0.07615406118616799,0.65,0.6,2332048737.9,30.9,20260522
8,301502,华阳智能,电气设备,99.03713892709766,1.2101504363404354,1.2467416599369685,1.3252023473270178,1.5435343849315875,0.5947187764734677,-0.9320356856589336,98.91304347826086,96.37681159420289,0.9134248521831112,0.880685424159086,0.20934257789658317,0.2554013163022354,0.007940016380699962,0.03695122905175633,0.9832634413891914,0.49908535345893285,1.549405262020988,1.9404525357097242,0.6501040857522317,0.4492682162649566,0.5967167886775413,0.042309688010427546,0.03743854060384767,-0.04839710444674261,-0.17525773195876293,-0.05312076915093541,0.75,0.6,174647498.0,84.44,20260522
9,301188,力诺药包,玻璃,98.89958734525447,1.1921974504310227,1.4340286713814885,1.2319929667735114,1.5240637394788492,0.36487336226742945,-1.1658121144369697,100.0,100.0,0.6093375897845172,1.1578384162653825,0.33977781824804243,0.20474994290933987,0.015040601182798855,0.026228589776074583,0.6092418816888657,0.4496718301168504,1.3469760037307674,1.7089560624125697,0.5419472819551485,0.38758740454504964,0.7894384814465166,0.06122182697377588,0.05766140803317628,-0.09666080843585234,-0.15173172072567354,-0.07615406118616799,0.7,0.6,850364060.85,49.15,20260522
10,603045,福达合金,小金属,98.76203576341128,1.1126842635968521,1.3606658628679262,1.7680789186801196,0.7393428174445666,0.3881453535265135,-1.0672165547872248,100.0,98.18181818181819,0.845941468801767,1.3895639742673338,0.40133817920299997,0.2554013163022354,0.015799091284715773,0.03695122905175633,0.8142377190493962,0.5779798334439812,1.6815938449363605,1.7756413497017918,0.37370722410771356,0.28063462636875947,0.19337361897127223,0.05500532120846535,0.047852272854557766,-0.13292698742056797,-0.19439679817038302,-0.043244833974506805,0.7,0.5833333333333334,652432155.9,65.29,20260522
