rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,600667,太极实业,半导体,100.0,104.39667421109465,99.57886044591247,99.75227085053675,99.46325350949628,94.28,206.04,28.89,11560506776.0,20260702
2,002636,金安国纪,元器件,99.59349593495935,104.22836214591615,99.87613542526837,99.93806771263418,99.83484723369116,115.7,319.47,111.58,5241092125.83,20260702
3,301526,国际复材,玻璃,99.1869918699187,104.22675742268078,99.79355904211397,99.85549132947978,99.75227085053675,105.32,282.97,45.19,6511072595.55,20260702
4,600176,中国巨石,玻璃,98.78048780487805,104.16838561499347,99.289843104872,99.64905037159373,99.0503715937242,78.9,164.41,67.82,12649941424.0,20260702
5,600206,有研新材,半导体,98.3739837398374,103.92627299685407,99.33113129644921,99.81420313790255,99.00908340214698,98.25,162.18,57.81,8327463878.0,20260702
6,300666,江丰电子,半导体,97.96747967479675,103.73967377313893,99.10404624277456,99.27745664739885,98.98843930635837,64.65,162.05,342.47,8738362469.52,20260702
7,300285,国瓷材料,陶瓷,97.5609756097561,103.72195495408151,99.02559867877787,98.67877786952931,99.25681255161024,53.45,195.51,92.79,9808922267.83,20260702
8,002409,雅克科技,半导体,97.15447154471545,103.681469124122,99.02559867877787,99.73162675474813,98.55491329479769,86.71,137.01,212.48,9187367227.779999,20260702
9,301217,铜冠铜箔,元器件,96.7479674796748,103.61397045303343,99.30222956234518,98.28654004954583,99.9793559042114,47.04,393.04,157.92,5182924720.940001,20260702
10,600378,昊华科技,化工原料,96.34146341463415,103.59023392184329,98.91412056151941,99.79355904211396,98.32782824112304,97.29,127.49,82.17,9620861412.0,20260702
11,300489,光智科技,专用机械,95.9349593495935,103.46899373823621,99.96696944673823,99.91742361684558,100.0,113.28,573.5,289.0,2959162306.5,20260702
12,301396,宏景科技,软件服务,95.52845528455285,103.44577539892418,99.39719240297276,99.36003303055327,99.42196531791907,66.09,204.92,288.0,4062791362.3700004,20260702
13,600707,彩虹股份,元器件,95.1219512195122,103.41297886780089,98.95953757225433,99.13294797687861,98.84393063583815,60.17,154.81,16.69,6871330854.0,20260702
14,000725,京东方Ａ,元器件,94.71544715447155,103.402146985962,98.402146985962,99.25681255161024,97.83236994219652,62.79,112.12,9.1,49342409554.0,20260702
15,603986,兆易创新,半导体,94.3089430894309,103.25803949625062,98.27828241123038,97.70850536746491,98.6581337737407,41.16,144.14,694.81,32120680671.0,20260702
16,001309,德明利,半导体,93.90243902439023,103.18945429380476,98.29066886870355,96.28406275805119,99.62840627580512,31.03,243.69,811.0,13360288354.1,20260702
17,600641,先导基电,半导体,93.4959349593496,103.02732709942931,99.32287365813377,99.60776218001651,99.13294797687861,78.4,171.47,48.24,3282307867.0,20260702
18,300604,长川科技,半导体,93.08943089430895,103.00898979329159,98.17093311312965,97.62592898431049,98.53426919900909,40.7,133.87,301.46,12372749899.1,20260702
19,600397,江钨装备,专用机械,92.6829268292683,102.9441823767957,98.7943848059455,99.83484723369116,98.10074318744839,102.56,119.06,28.5,4281278224.9999995,20260702
20,300223,北京君正,半导体,92.27642276422763,102.75793418628832,97.96036333608589,99.23616845582164,97.10982658959537,62.56,94.42,234.67,11500532403.0,20260702
