rank,code,name,industry,score_100,score_raw,leadership_score,trend_score,cluster_score,stability_score,liquidity_score,sector_rank_20,sector_rank_60,ret_20,ret_60,ma_bull_20_60,ma_alignment_20,trend_slope_60,trend_slope_20,trend_eff_20,trend_eff_60,amount_ratio_5_20,amount_ratio_20_60,money_flow_bias_20,money_flow_bias_60,pv_sync_20,vol_20,vol_60,max_drawdown_20,max_drawdown_60,chip_tightness,win_rate_20,win_rate_60,avg_amount_20,close,trade_date
1,603990,麦迪科技,软件服务,100.0,1.6214235136091282,1.7179407414525638,1.675936091669666,1.4068625342601375,1.6767081734545404,-0.32938521859994657,98.50746268656717,97.51243781094527,0.3702720637027206,0.47499999999999987,0.09263999661511746,0.1200511152416357,0.004007897172985523,0.014901333258797536,0.7858458686175005,0.4565797127347024,1.7784418467758027,1.5823036773297945,0.5141357367793865,0.3706090027546338,0.46647952040396656,0.028491916945669493,0.02322610816194919,-0.02143569292123626,-0.054123711340206215,-0.03391658851642975,0.65,0.6166666666666667,401525478.55,22.66,20260603
2,603931,格林达,化工原料,98.73417721518987,1.388045056038584,1.5744350336411714,2.440519092305065,0.8595296204007452,0.45351183884889973,-0.34367762291740256,98.59154929577466,98.59154929577466,0.6792549119673388,1.1605384110308603,0.3799094172326192,0.19748133310857022,0.014580372698591408,0.02754489026815057,0.7920173251286657,0.6295869737553256,1.3748274163023504,2.0520297341936007,0.4509723214920164,0.3959111121535508,0.3571046830642614,0.044170259798897375,0.03898445352502678,-0.03477537437603995,-0.18814352574102955,-0.05593302088777714,0.7,0.5666666666666667,562103750.65,60.38,20260603
3,003036,泰坦股份,纺织机械,97.46835443037975,1.342158592368514,1.6991058418948592,2.7138615739172933,0.30218183999268455,0.3920799316128087,-0.21296501459764697,100.0,100.0,0.7207841921651481,1.6080386357247978,0.46528461677310784,0.20881136865934388,0.019260043932287394,0.02922375136111549,0.7920173251286657,0.6411891208015272,1.4598160864999745,1.5454526086448435,0.4935577345440374,0.3609959052803464,-0.10917976326222233,0.05090694559363341,0.050174858942452674,-0.07440212577502214,-0.1385498923187365,-0.07084666690175316,0.75,0.6166666666666667,794396198.431,68.05,20260603
4,301013,利和兴,专用机械,96.20253164556962,1.2203449703993694,1.5590806715791854,1.5446015826522759,1.4245594870087475,0.05165250755179014,0.14914022716915723,100.0,98.98477157360406,0.7207841921651481,0.9219593192195932,0.27324896275746946,0.20881136865934388,0.011106592558277048,0.02922375136111549,0.7920173251286657,0.4738869345475665,1.8077057356330208,2.241511214255218,0.4139388863857923,0.36392702997425913,0.5719708681572223,0.06334768627579004,0.04674168015361398,-0.0452272233094152,-0.18318794607454392,-0.0700567004560297,0.7,0.5666666666666667,1636798861.8700001,54.08,20260603
5,301093,华兰股份,医疗保健,94.9367088607595,1.17364346853349,1.3701449858830337,1.9213132584375674,0.9380082860082457,0.23884793328563245,0.1894967829557793,99.10714285714286,99.10714285714286,0.5116555661274975,0.5879560219890052,0.2073698094033447,0.12407806197142764,0.007280707713905696,0.020821009503715508,0.6591358436020707,0.2639331791804419,0.9099843695085142,1.3370062396232394,0.4852572835997959,0.24257344086687674,0.7890521111688551,0.0527402881996116,0.050954786962260086,-0.05787314070781335,-0.16955555555555557,-0.06463463380608357,0.7,0.5833333333333334,565227614.762,128.98,20260603
6,301502,华阳智能,电气设备,93.67088607594937,1.1654861894183308,1.4693781617530952,1.7348172672521636,0.8363153565369277,0.409447924725646,-0.7301153958123322,99.63636363636364,97.81818181818181,0.624738821562892,0.7372654155495981,0.3683376859489056,0.11892817863689395,0.013744305700199553,0.02360799515870161,0.6750354055649012,0.39286459119332245,0.8847082570366722,2.0370960056059912,0.4229442467164161,0.3257493806062071,0.6924095692980206,0.05082145269916645,0.0391912128570165,-0.12619395437689618,-0.16001679966400673,-0.06152808906628433,0.7,0.5833333333333334,232880472.02600002,82.69,20260603
7,603439,三力制药,中成药,92.40506329113924,1.1565244729522541,1.170904301323004,1.0718500833132951,1.8283690459255775,0.4009920012281743,-0.12977427815066309,100.0,98.48484848484848,0.4767441860465118,0.4269662921348316,0.10591698474626399,0.13255645130477972,0.003929902843592431,0.020080959285080826,0.6224670236880615,0.3483314040449675,1.9577635498753456,2.241511214255218,0.5561693311614625,0.3959111121535508,0.4883724774894143,0.04384602250163721,0.030251756520494853,-0.06504065040650397,-0.1095076400679117,-0.045589751316013824,0.65,0.55,284101946.65,16.16,20260603
8,300201,海伦哲,工程机械,91.13924050632912,1.129937667743397,1.399222930054613,1.3496118873278018,0.8664552028562654,0.7807700809049809,0.17938686289185285,100.0,100.0,0.6390532544378698,1.1214442013129102,0.26627118422600016,0.19337522830696818,0.01126608173485709,0.02872937847202905,0.7920173251286657,0.640875057763823,1.4261084415801468,1.5441679447038106,0.5660592204343241,0.3959111121535508,0.20627038110373636,0.040344442590606974,0.038013701539542505,-0.06614785992217898,-0.139240506329114,-0.051939415036922204,0.75,0.6166666666666667,1088986842.3674998,19.24,20260603
9,000411,英特集团,医药商业,89.87341772151899,1.1025766458173771,1.3186716397909666,0.7754349094228605,1.0553605585643182,1.2463814344164623,-0.5367317664671939,100.0,100.0,0.14406779661016955,0.062062937062937085,0.03230293434350928,0.026954502451191152,0.0008565443752757472,0.005997189585298928,0.5503585681570988,0.07247991796945821,1.4422307063545938,1.8327257771653656,0.39759828023020033,0.23754331294011624,0.46686803894993023,0.01935992792346798,0.019987016998927007,-0.0517666392769105,-0.12051282051282053,-0.020960322811269076,0.75,0.55,162486699.57549998,11.81,20260603
10,300308,中际旭创,通信设备,88.60759493670885,1.0976763730002297,1.2919995390879024,1.4213724092353726,0.17088835586013462,1.56005659999991,1.173575348389756,98.14814814814815,99.07407407407408,0.337276884331285,1.0066268963183171,0.30265787102112807,0.09012845465161551,0.014542127740594532,0.014643976621194875,0.5644302826218122,0.5427005406811154,1.1255732488945311,1.2111778670092914,0.26339193759989943,0.26232025040268414,0.3493290141987814,0.034663718238000796,0.03579107285252605,-0.07853432282003703,-0.09387332908975166,-0.04265715513079661,0.65,0.6166666666666667,7773925310.189984,1275.0,20260603
