rank,code,name,industry,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,kline_fallback_used
1,300632,光莆股份,制造业-电气机械和器材制造业,100.0,1.975532846898798,2.3786812123400476,1.6558130019336574,2.075076563969364,2.779179952725363,1.0748899803686314,1.1868822662187708,0.11025549999999999,0.12752,0.2085066666666666,0.21263333333333334,0.2085066666666666,0.139486,0.9025666666666666,0.2085066666666666,0.0797375,0.031895,1.5001499999999999,1.450135,1.4001199999999998,8.97,8.97,0.0,0.0231,0.0231,0.01155,0.659475,-0.0231,0.0231,0.0231,0.04052500000000003,0.9543919827057206,0.7,0.0,485630565.03,24.47,2026-04-29,True
2,300769,德方纳米,制造业-计算机、通信和其他电子设备制造业,99.89451476793249,1.7242761578841874,2.200438509312441,1.7031946589019986,1.9915960921400548,3.125064327772505,-1.227393511832214,2.650563685171523,0.11025549999999999,0.12752,0.2085066666666666,0.23016666666666666,0.2085066666666666,0.139486,0.9008666666666666,0.2085066666666666,0.0863125,0.034525,1.5001499999999999,1.450135,1.4001199999999998,9.285999999999994,9.285999999999994,0.0,0.0791,0.0791,0.03955,0.672625,-0.0791,0.0791,0.0791,-0.00192500000000001,0.8972193335535091,0.7,0.0,2709317306.15,74.6,2026-04-29,True
3,600379,宝光股份,制造业-电气机械和器材制造业,99.78902953586498,1.6883651150114003,2.0058107172074724,0.8285243219688904,1.5113504312072679,2.8009729171954802,1.0745628015264677,1.4134353969196107,0.11025549999999999,0.12528333333333333,0.15026666666666666,0.09993333333333333,0.15026666666666666,0.13028,0.7002333333333333,0.15026666666666666,0.037475,0.01499,1.5001499999999999,1.450135,1.4001199999999998,9.285999999999994,9.285999999999994,0.0,0.0197,0.0197,0.00985,0.57495,-0.0197,0.0197,0.0197,0.025349999999999998,0.9383411551225628,0.7,0.0,685977190.0,16.78,2026-04-29,True
4,002990,盛视科技,信息传输、软件和信息技术服务业-软件和信息技术服务业,99.68354430379746,1.6085337211464252,2.228952020043397,2.800138182314986,2.4688502081974644,2.3947831538754007,-2.0497681906830594,1.5092656805141424,0.11025549999999999,0.12752,0.2085066666666666,0.2682,0.2085066666666666,0.139486,0.8681,0.2085066666666666,0.100575,0.04023,1.4995,1.44955,1.3996,7.64,7.64,0.0,0.10890000000000001,0.10890000000000001,0.054450000000000005,0.7011499999999999,-0.10890000000000001,0.10890000000000001,0.10890000000000001,-0.10125,0.8807881763757108,0.6998,0.009000000000000008,557588325.5,53.83,2026-04-29,True
5,002805,丰元股份,制造业-计算机、通信和其他电子设备制造业,99.57805907172997,1.5269390489173205,1.9635959499937536,0.9830648187814967,1.5517728748846056,2.7299983308636033,0.7554093585121259,-0.024197756502589984,0.11025549999999999,0.12752,0.16106666666666666,0.12193333333333332,0.16106666666666666,0.13668,0.7220333333333333,0.16106666666666666,0.045724999999999995,0.018289999999999997,1.5001499999999999,1.450135,1.4001199999999998,4.23,4.23,0.0,0.030299999999999997,0.030299999999999997,0.015149999999999999,0.59145,-0.030299999999999997,0.030299999999999997,0.030299999999999997,0.008650000000000005,0.9235041632832512,0.7,0.0,268346772.23,22.85,2026-04-29,True
6,300083,创世纪,制造业-通用设备制造业,99.47257383966245,1.518919657042852,2.519958113984428,1.1406774474170664,1.940660234026136,2.7595232721325824,-2.035464252890753,3.0537689528352656,0.11025549999999999,0.12752,0.2085066666666666,0.019766666666666665,0.2085066666666666,0.139486,0.7197666666666667,0.2085066666666666,0.0074125,0.0029649999999999998,1.5001499999999999,1.450135,1.4001199999999998,9.285999999999994,9.285999999999994,0.0,0.1201,0.1201,0.06005,0.514825,-0.1201,0.1201,0.1201,0.18517500000000003,0.3305462634863642,0.7,0.0,2320793608.41,10.19,2026-04-29,True
7,603629,利通电子,制造业-金属制品业,99.36708860759494,1.503791211160808,1.3943792653352072,2.266297073925667,1.7605847449432002,1.6604879195657398,0.050585347280683514,2.4455553287471767,0.11025549999999999,0.12752,0.2085066666666666,0.398863333333333,0.2085066666666666,0.139486,0.9025666666666666,0.2085066666666666,0.14957374999999987,0.059829499999999945,1.4835,1.43515,1.3868,8.78,8.78,0.0,0.058600000000000006,0.058600000000000006,0.029300000000000003,0.7991474999999998,-0.058600000000000006,0.058600000000000006,0.058600000000000006,-0.2783,0.9543919827057206,0.6934,0.0,3204208344.0,143.99,2026-04-29,True
8,002192,融捷股份,采矿业-有色金属矿采选业,99.26160337552743,1.4449193551786137,1.456912105371229,1.9910350052286707,1.6812437233113546,2.19511530674579,-0.566224226928613,2.2250560935741506,0.11025549999999999,0.12752,0.2085066666666666,0.2851,0.2085066666666666,0.139486,0.8851,0.2085066666666666,0.10691250000000001,0.042765000000000004,1.5,1.45,1.4,6.66,6.66,0.0,0.0717,0.0717,0.03585,0.713825,-0.0717,0.0717,0.0717,-0.11382500000000001,0.9226537206875365,0.7,0.0,1842144323.53,109.22,2026-04-29,True
9,603538,美诺华,制造业-医药制造业,99.15611814345992,1.4437885712356595,0.16710658407955126,3.290484193469545,1.4789251800233487,1.3272195169447818,0.49102721832854124,3.557307116592492,0.006099999999999994,0.0561,0.18109999999999998,0.398863333333333,0.18109999999999998,0.08109999999999999,0.9025666666666666,0.18109999999999998,0.14957374999999987,0.059829499999999945,1.3445,1.31005,1.2756,9.285999999999994,9.285999999999994,0.0,0.0493,0.0493,0.02465,0.7991474999999998,-0.0493,0.0493,0.0493,-0.4439,0.9543919827057206,0.36219999999999997,0.0493,1447242195.0,60.8,2026-04-29,True
10,603190,亚通精工,制造业-汽车制造业,99.0506329113924,1.3453053962726327,1.7015090785601823,0.6306718157904304,1.2517574281968864,2.232532851567795,0.7322566537509553,1.0597221506294257,0.10128,0.102,0.1038,0.007200000000000001,0.1038,0.10235999999999999,0.6073999999999999,0.1038,0.0027,0.00108,1.5001499999999999,1.450135,1.4001199999999998,9.285999999999994,9.285999999999994,0.0,0.0322,0.0322,0.0161,0.5054,-0.0322,0.0322,0.0322,0.0948,0.4014869813850004,0.7,0.0,133909021.0,28.33,2026-04-29,True
11,301396,宏景科技,信息传输、软件和信息技术服务业-软件和信息技术服务业,98.94514767932489,1.3368533002152454,1.1594194061862175,3.52263771601584,2.151971096314659,-0.043016682966801084,0.34247771558801565,1.3251817561926265,0.04769999999999999,0.0977,0.2085066666666666,0.398863333333333,0.2085066666666666,0.12269999999999999,0.9025666666666666,0.2085066666666666,0.14957374999999987,0.059829499999999945,1.1365,1.12285,1.1092,3.82,3.82,0.0,0.0473,0.0473,0.02365,0.7991474999999998,-0.0473,0.0473,0.0473,-0.4023,0.9543919827057206,0.4454,0.0473,941227182.58,318.5,2026-04-29,True
